id,name
8152,"SUBWAY, tuna sub on white bread with lettuce and tomato"
8536,"BURGER KING, Vanilla Shake"
8537,"School Lunch, pizza, BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge Turkey Pepperoni Pizza, frozen"
8538,"School Lunch, pizza, TONY'S SMARTPIZZA Whole Grain 4x6 Cheese Pizza 50/50 Cheese, frozen"
8539,"School Lunch, pizza, TONY'S SMARTPIZZA Whole Grain 4x6 Pepperoni Pizza 50/50 Cheese, frozen"
8540,"School Lunch, pizza, TONY'S Breakfast Pizza Sausage, frozen"
8541,"SUBWAY, sweet onion chicken teriyaki sub on white bread with lettuce, tomato and sweet onion sauce"
8544,"SUBWAY, meatball marinara sub on white bread (no toppings)"
8547,"SUBWAY, turkey breast sub on white bread with lettuce and tomato"
8548,"SUBWAY, black forest ham sub on white bread with lettuce and tomato"
8549,"SUBWAY, roast beef sub on white bread with lettuce and tomato"
8553,"McDONALD'S, Hamburger"
8555,"McDONALD'S, QUARTER POUNDER with Cheese"
8556,"McDONALD'S, BIG MAC"
8557,"McDONALD'S, french fries"
8558,"WENDY'S, CLASSIC SINGLE Hamburger, no cheese"
8559,"WENDY'S, Homestyle Chicken Fillet Sandwich"
8560,"WENDY'S, Ultimate Chicken Grill Sandwich"
8561,"WENDY'S, Chicken Nuggets"
8562,"WENDY'S, french fries"
8563,"BURGER KING, WHOPPER, no cheese"
8564,"BURGER KING, WHOPPER, with cheese"
8565,"BURGER KING, DOUBLE WHOPPER, no cheese"
8566,"BURGER KING, DOUBLE WHOPPER, with cheese"
8567,"BURGER KING, Chicken Strips"
8568,"TACO BELL, Soft Taco with chicken, cheese and lettuce"
8569,"TACO BELL, Soft Taco with steak"
8570,"TACO BELL, Bean Burrito"
8571,"TACO BELL, BURRITO SUPREME with beef"
8572,"TACO BELL, Taco Salad"
8573,"KFC, Popcorn Chicken"
8574,"KFC, Fried Chicken, ORIGINAL RECIPE, Skin and Breading"
8575,"KFC, Fried Chicken, ORIGINAL RECIPE, Breast, meat only, skin and breading removed"
8576,"KFC, Fried Chicken, ORIGINAL RECIPE, Drumstick, meat only, skin and breading removed"
8577,"KFC, Fried Chicken, ORIGINAL RECIPE, Thigh, meat only, skin and breading removed"
8578,"KFC, Fried Chicken, EXTRA CRISPY, Thigh, meat only, skin and breading removed"
8579,"KFC, Fried Chicken, EXTRA CRISPY, Wing, meat only, skin and breading removed"
8580,"KFC, Fried Chicken, ORIGINAL RECIPE, Breast, meat and skin with breading"
8581,"KFC, Fried Chicken, ORIGINAL RECIPE, Drumstick, meat and skin with breading"
8582,"KFC, Fried Chicken, EXTRA CRISPY, Thigh, meat and skin with breading"
8583,"KFC, Fried Chicken, EXTRA CRISPY, Wing, meat and skin with breading"
8584,"POPEYES, Fried Chicken, Mild, Breast, meat only, skin and breading removed"
8585,"POPEYES, Fried Chicken, Mild, Drumstick, meat only, skin and breading removed"
8586,"POPEYES, Fried Chicken, Mild, Thigh, meat and skin with breading"
8587,"POPEYES, Fried Chicken, Mild, Wing, meat and skin with breading"
8594,"DIGIORNO Pizza, cheese topping, thin crispy crust, frozen, baked"
8595,"DIGIORNO Pizza, pepperoni topping, cheese stuffed crust, frozen, baked"
8596,"DIGIORNO Pizza, pepperoni topping, rising crust, frozen, baked"
8597,"DIGIORNO Pizza, pepperoni topping, thin crispy crust, frozen, baked"
8602,"DOMINO'S 14"" Sausage Pizza, Classic Hand-Tossed Crust"
8603,"DOMINO'S 14"" Sausage Pizza, Ultimate Deep Dish Crust"
8604,"PIZZA HUT 14"" Sausage Pizza, THIN 'N CRISPY Crust"
8605,"PIZZA HUT 14"" Sausage Pizza, Hand-Tossed Crust"
8606,"WEND'YS, Crispy Chicken Sandwich"
8607,"BURGER KING, Onion Rings"
8608,"WENDY'S, DAVE'S Hot 'N Juicy 1/4 LB, single"
8610,"PIZZA HUT 14"" Cheese Pizza, Stuffed Crust"
8612,"McDONALD'S, Southern Style Chicken Biscuit"
8613,"McDONALD'S, RANCH SNACK WRAP, Crispy"
8614,"McDONALD'S, RANCH SNACK WRAP, Grilled"
8620,"WENDY'S, Double Stack, with cheese"
8669,"Restaurant, Italian, lasagna with meat"
8680,"Cheese, monterey"
8740,"Kefir, lowfat, plain, LIFEWAY"
8822,"Infant Formula, MEAD JOHNSON, ENFAMIL, ENFACARE, ready-to-feed, with ARA and DHA"
8837,"Babyfood, Baby MUM MUM Rice Biscuits"
8952,"Chicken, ground, raw"
9025,"Soup, vegetable beef, microwavable, ready-to-serve, single brand"
9041,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw"
9096,"Yogurt, Greek, 2%fat, coconut blend, CHOBANI"
9132,"Yogurt, Greek, nonfat, vanilla, CHOBANI"
9133,"Yogurt, Greek, strawberry, DANNON OIKOS"
9134,"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS"
9135,"Yogurt, Greek, nonfat, strawberry, DANNON OIKOS"
9144,"Yogurt, Greek, whole, plain, CHOBANI"
9145,"Yogurt, Greek, nonfat, lemon blend, CHOBANI"
9146,"Yogurt, Greek, nonfat, peach, CHOBANI"
9147,"Yogurt, Greek, nonfat, plain, CHOBANI"
9148,"Yogurt, Greek, nonfat, raspberry, CHOBANI"
9206,"Babyfood, GERBER, GRADUATES Lil Biscuits Vanilla Wheat"
9217,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, liquid concentrate"
9218,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, ready-to-feed"
9219,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, powder, not reconstituted"
9220,"Infant formula, NESTLE, GOOD START SUPREME, with iron, DHA and ARA, ready-to-feed"
9221,"Infant formula, NESTLE, GOOD START SUPREME, with iron, DHA and ARA, prepared from liquid concentrate"
9222,"Infant Formula, MEAD JOHNSON, ENFAMIL GENTLEASE, with iron, prepared from powder"
9224,"Infant Formula, MEAD JOHNSON, ENFAMIL, GENTLEASE, with ARA and DHA powder not reconstituted"
9225,"Infant formula, MEAD JOHNSON, ENFAMIL, Enfagrow, Soy, Toddler ready-to-feed"
9226,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN AA, ready-to-feed"
9227,"Infant formula, MEAD JOHNSON, ENFAMIL, Premature, with iron, 20 calories, ready-to-feed"
9228,"Infant formula, MEAD JOHNSON, ENFAMIL, Premature, with iron, 24 calories, ready-to-feed"
9229,"Infant formula, GERBER, GOOD START 2, PROTECT PLUS, ready-to-feed"
9230,"Infant formula, ABBOTT NUTRITION, SIMILAC, GO AND GROW, ready-to-feed, with ARA and DHA"
9231,"Infant formula, ABBOTT NUTRITION, SIMILAC, Expert Care, Diarrhea, ready- to- feed with ARA and DHA"
9232,"Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, ready-to-feed, with ARA and DHA"
9233,"Babyfood, Snack, GERBER, GRADUATES, LIL CRUNCHIES, baked whole grain corn snack"
9234,"Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, powder, with ARA and DHA"
9434,"Gravy, HEINZ Home Style, savory beef"
9491,"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, without salt"
9494,"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), cooked with water, without salt"
9501,"Cereals, WHEATENA, cooked with water"
9509,"Cereals, MALT-O-MEAL, chocolate, dry"
9513,"Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS"
9514,"Cereals ready-to-eat, MALT-O-MEAL, OAT BLENDERS with honey"
9515,"Cereals ready-to-eat, MALT-O-MEAL, OAT BLENDERS with honey & almonds"
9516,"Cereals ready-to-eat, MALT-O-MEAL, Honey Nut SCOOTERS"
9517,"Cereals, QUAKER, Instant Oatmeal, Cinnamon Swirl, high fiber"
9518,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, blueberry hazelnut, dry"
9519,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, apple walnut, dry"
9520,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, summer berry, dry"
9667,"Dip, FRITO'S, bean, original flavor"
9705,"Beverages, Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12"
9711,"Beverages, tea, black, ready to drink, decaffeinated, diet"
9722,"Cocoa mix, NESTLE, Rich Chocolate Hot Cocoa Mix"
9730,"Beverages, OCEAN SPRAY, Cranberry-Apple Juice Drink, bottled"
9731,"Beverages, OCEAN SPRAY, Diet Cranberry Juice"
9744,"Beverages, OCEAN SPRAY, Cran Pomegranate"
9757,"Beverages, water, bottled, non-carbonated, EVIAN"
9758,"Beverages, Powerade Zero Ion4, calorie-free, assorted flavors"
9759,"Beverages, WENDY'S, tea, ready-to-drink, unsweetened"
9763,"Beverages, V8 SPLASH Juice Drinks, Berry Blend"
9764,"Beverages, V8 SPLASH Juice Drinks, Fruit Medley"
9765,"Beverages, V8 SPLASH Juice Drinks, Guava Passion Fruit"
9766,"Beverages, V8 SPLASH Juice Drinks, Strawberry Kiwi"
9767,"Beverages, V8 SPLASH Juice Drinks, Tropical Blend"
9768,"Beverages, V8 V-FUSION Juices, Peach Mango"
9769,"Beverages, V8 V-FUSION Juices, Strawberry Banana"
9770,"Beverages, Energy Drink, Monster, fortified with vitamins C, B2, B3, B6, B12"
9771,"Beverages, Energy drink, AMP, sugar free"
9772,"Beverages, Energy drink, ROCKSTAR"
9773,"Beverages, Energy drink, ROCKSTAR, sugar free"
9778,"Beverages, Energy drink, VAULT, citrus flavor"
9890,"Fast Food, Pizza Chain, 14"" pizza, meat and vegetable topping, regular crust"
9921,"POPEYES, biscuit"
9922,"POPEYES, Coleslaw"
9923,"POPEYES, Mild Chicken Strips, analyzed 2006"
9967,"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, original flavor"
9970,"Snacks, FRITOLAY, SUNCHIPS, multigrain, French onion flavor"
9971,"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, Harvest Cheddar flavor"
10044,"KRAFT CHEEZ WHIZ Pasteurized Process Cheese Sauce"
10296,"MORI-NU, Tofu, silken, firm"
10297,"MORI-NU, Tofu, silken, extra firm"
10298,"MORI-NU, Tofu, silken, lite firm"
10299,"MORI-NU, Tofu, silken, lite extra firm"
10303,"Vitasoy USA, Nasoya Lite Firm Tofu"
10990,"Snacks, brown rice chips"
11014,"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch"
11018,"Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG (Gerolsteiner), naturally sparkling, mineral bottled water"
11082,"Beef, Australian, imported, grass-fed, ground, 85% lean / 15% fat, raw"
12009,"Beverages, vegetable and fruit juice blend, 100% juice, with added vitamins A, C, E"
12453,"Cereals ready-to-eat, MALT-O-MEAL, COCO-ROOS"
12454,"Cereals ready-to-eat, QUAKER, QUAKER OAT CINNAMON LIFE"
12455,"Cereals ready-to-eat, QUAKER, HONEY GRAHAM OH!S"
12456,"Cereals ready-to-eat, QUAKER, Oatmeal Squares"
12457,"Cereals ready-to-eat, QUAKER, Oatmeal Squares, cinnamon"
12458,"Cereals, QUAKER, Instant Oatmeal, fruit and cream variety, dry"
12459,"Cereals, QUAKER, Instant Oatmeal, raisins, dates and walnuts, dry"
12460,"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, dry"
12461,"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, prepared with water, no salt"
12462,"Cereals ready-to-eat, Post, Waffle Crisp"
12463,"Cereals, QUAKER, hominy grits, white, quick, dry"
12464,"Cereals, QUAKER, hominy grits, white, regular, dry"
12465,"Cereals ready-to-eat, MALT-O-MEAL, COLOSSAL CRUNCH"
12466,"Cereals ready-to-eat, QUAKER, MOTHER'S Cinnamon Oat Crunch"
12467,"Cereals ready-to-eat, QUAKER, MOTHER'S GRAHAM BUMPERS"
12468,"Cereals ready-to-eat, QUAKER, MOTHER'S COCOA BUMPERS"
12469,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Toasted Wheat Bran"
12485,"Cereals, MALT-O-MEAL, original, plain, prepared with water, without salt"
12490,"Incaparina, dry mix (corn and soy flours), unprepared"
12614,"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Chewy Chocolate Peanut Bar"
12615,"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON MULTIGRAIN CRUNCH BAR"
12616,"Formulated bar, MARS SNACKFOOD US, COCOAVIA, Chocolate Almond Snack Bar"
12620,"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Protein Performance Bar, Caramel Nut Rush"
12621,"Formulated bar, LUNA BAR, NUTZ OVER CHOCOLATE"
12626,"Formulated bar, ZONE PERFECT CLASSIC CRUNCH BAR, mixed flavors"
12627,"Snacks, granola bar, KASHI GOLEAN, chewy, mixed flavors"
12628,"Snacks, granola bar, KASHI TLC Bar, chewy, mixed flavors"
12629,"Snacks, granola bars, QUAKER OATMEAL TO GO, all flavors"
12631,"Snacks, granola bar, KASHI TLC Bar, crunchy, mixed flavors"
12633,"Snacks, CLIF BAR, mixed flavors"
12634,"Snacks, granola bar, QUAKER, chewy, 90 Calorie Bar"
12635,"Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut"
12636,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating"
12904,"Archway Home Style Cookies, Sugar Free Oatmeal"
12905,"Archway Home Style Cookies, Chocolate Chip Ice Box"
12906,"Archway Home Style Cookies, Iced Oatmeal"
12907,"Archway Home Style Cookies, Molasses"
12908,"Archway Home Style Cookies, Oatmeal"
12909,"Archway Home Style Cookies, Oatmeal Raisin"
12910,"Archway Home Style Cookies, Strawberry Filled"
12911,"Archway Home Style Cookies, Reduced Fat Ginger Snaps"
13054,"SILK Chocolate, soymilk"
13055,"SILK Light Plain, soymilk"
13056,"SILK Light Vanilla, soymilk"
13057,"SILK Light Chocolate, soymilk"
13058,"SILK Very Vanilla, soymilk"
13059,"SILK Nog, soymilk"
13060,"SILK Chai, soymilk"
13061,"SILK Mocha, soymilk"
13062,"SILK Raspberry soy yogurt"
13063,"SILK Peach soy yogurt"
13064,"SILK Black Cherry soy yogurt"
13065,"SILK Blueberry soy yogurt"
13066,"SILK French Vanilla Creamer"
13270,"Sauce, barbecue, SWEET BABY RAY'S, original"
13271,"Sauce, barbecue, BULL'S-EYE, original"
13272,"Sauce, barbecue, KC MASTERPIECE, original"
13273,"Sauce, barbecue, OPEN PIT, original"
